Id,Label,timeset,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,componentnumber,eigencentrality,clustering,triangles
204363,204363,,488,5285269,2,0.909396,0.950185,35.524264,0.047031,0.047031,21,0,0.975777,0.921559,109507
204364,204364,,500,6067288,2,0.928082,0.961255,44.503639,0.047837,0.047837,21,0,0.992592,0.908056,113280
204365,204365,,488,6444260,2,0.909396,0.950185,26.511733,0.047253,0.047253,21,0,0.980301,0.930168,110530
204366,204366,,500,4780358,2,0.928082,0.961255,41.954069,0.047883,0.047883,3,0,0.993547,0.909828,113501
204367,204367,,448,4954680,2,0.852201,0.913284,12.439539,0.043958,0.043958,21,0,0.911758,0.96067,96190
204368,204368,,500,4331501,2,0.928082,0.961255,43.09163,0.04786,0.04786,3,0,0.993059,0.90885,113379
204369,204369,,441,3915828,2,0.842924,0.906827,10.028149,0.043377,0.043377,21,0,0.899686,0.966347,93755
204370,204370,,372,622814,2,0.761236,0.843173,42.55653,0.03509,0.03509,3,0,0.72844,0.901139,62184
171619,171619,,160,626908,3,0.579679,0.644219,3.443606,0.014292,0.014292,3,0,0.297016,0.941903,11981
204372,204372,,488,6444409,2,0.909396,0.950185,26.511733,0.047253,0.047253,21,0,0.980301,0.930168,110530
204373,204373,,486,6142119,2,0.906355,0.948339,24.464892,0.047143,0.047143,21,0,0.978005,0.93352,110020
204374,204374,,444,4225374,2,0.846875,0.909594,12.07565,0.04358,0.04358,22,0,0.903909,0.961849,94594
204375,204375,,501,4735997,2,0.929674,0.962177,43.292227,0.047934,0.047934,21,0,0.994612,0.908088,113738
204376,204376,,446,3994641,2,0.84953,0.911439,12.11773,0.043768,0.043768,22,0,0.907808,0.961616,95426
204377,204377,,483,5411655,2,0.90183,0.945572,24.648812,0.046846,0.046846,22,0,0.971864,0.933318,108641
204378,204378,,483,4335327,2,0.90183,0.945572,36.263722,0.046488,0.046488,22,0,0.964521,0.920002,107091
204379,204379,,450,2338196,2,0.85489,0.915129,13.635165,0.0441,0.0441,21,0,0.914729,0.957169,96698
204380,204380,,482,4936079,2,0.900332,0.944649,22.867561,0.046836,0.046836,21,0,0.971633,0.936914,108608
204381,204381,,493,5775728,2,0.91709,0.954797,29.61007,0.047596,0.047596,21,0,0.987462,0.924504,112122
204382,204382,,477,2093051,2,0.892916,0.940037,32.591809,0.046048,0.046048,22,0,0.955365,0.925894,105113
204383,204383,,354,1421290,3,0.74145,0.826261,27.332706,0.033975,0.033975,3,0,0.705143,0.94043,58759
74351,74351,,19,68,3,0.500462,0.511993,20.209807,0.000792,0.000792,18,0,0.016713,0.824561,141
171617,171617,,473,2438088,3,0.885621,0.936039,40.832745,0.045411,0.045411,3,0,0.942301,0.917019,102365
204386,204386,,500,6445523,2,0.928082,0.961255,43.09163,0.04786,0.04786,21,0,0.993059,0.90885,113379
204387,204387,,488,6445349,2,0.909396,0.950185,26.511733,0.047253,0.047253,21,0,0.980301,0.930168,110530
204388,204388,,444,4217652,2,0.846875,0.909594,12.387133,0.043574,0.043574,21,0,0.903795,0.96189,94598
204389,204389,,480,3846837,3,0.895868,0.942497,41.572111,0.046097,0.046097,3,0,0.956516,0.916893,105406
204390,204390,,450,5256337,2,0.85489,0.915129,14.809042,0.044058,0.044058,21,0,0.913858,0.956516,96632
171623,171623,,489,5516258,2,0.910924,0.951107,26.541138,0.047334,0.047334,21,0,0.982011,0.929498,110904
204392,204392,,489,6137692,2,0.910924,0.951107,35.814396,0.047077,0.047077,21,0,0.976777,0.919801,109747
204393,204393,,399,1716854,2,0.791241,0.868081,22.475342,0.038529,0.038529,3,0,0.799568,0.938628,74528
204394,204394,,461,3141852,3,0.86859,0.924969,43.425592,0.044289,0.044289,3,0,0.919025,0.919447,97489
204391,204391,,486,4511543,3,0.904841,0.948032,36.848109,0.04674,0.04674,3,0,0.969813,0.918493,108249
204396,204396,,480,3124105,2,0.897351,0.942804,22.033869,0.046675,0.046675,3,0,0.968287,0.938248,107861
204562,204562,,487,6142325,2,0.907873,0.949262,25.644451,0.047194,0.047194,21,0,0.979069,0.931689,110257
204398,204398,,446,3143781,2,0.84953,0.911439,12.528131,0.043745,0.043745,22,0,0.907339,0.960589,95324
204399,204399,,482,4936764,2,0.900332,0.944649,24.23787,0.046801,0.046801,21,0,0.970908,0.935439,108437
74352,74352,,487,6143539,2,0.907873,0.949262,25.644451,0.047194,0.047194,21,0,0.979069,0.931689,110257
92776,92776,,407,3798,2,0.800591,0.875461,596.405972,0.039227,0.039227,22,0,0.813856,0.929534,76799
204403,204403,,493,3600524,2,0.91709,0.954797,39.708924,0.047336,0.047336,3,0,0.98218,0.914832,110949
204404,204404,,486,6444039,2,0.906355,0.948339,26.72715,0.047075,0.047075,21,0,0.976626,0.930822,109702
204405,204405,,330,1040207,3,0.708497,0.801046,28.020189,0.031236,0.031236,22,0,0.648325,0.900967,48909
204406,204406,,503,5473985,2,0.932874,0.964022,45.36603,0.048053,0.048053,21,0,0.997084,0.905285,114295
204407,204407,,381,2221380,3,0.769886,0.851169,27.906208,0.036537,0.036537,3,0,0.758312,0.933181,67553
204408,204408,,507,6631331,2,0.939341,0.967712,55.801114,0.04819,0.04819,21,0,1,0.896376,114979
160532,160532,,476,3851106,2,0.891447,0.939114,20.010904,0.04638,0.04638,21,0,0.962147,0.942132,106508
204410,204410,,417,3610936,2,0.812594,0.884686,8.209549,0.041013,0.041013,21,0,0.850626,0.970727,84197
204411,204411,,439,3186869,2,0.84031,0.904982,9.408405,0.043203,0.043203,22,0,0.896069,0.967714,93037
204412,204412,,446,3992472,2,0.84953,0.911439,12.11773,0.043768,0.043768,22,0,0.907808,0.961616,95426
204413,204413,,483,5103987,2,0.90183,0.945572,22.405765,0.046939,0.046939,21,0,0.97376,0.937106,109082
204414,204414,,487,6444660,2,0.907873,0.949262,25.325595,0.047202,0.047202,21,0,0.979237,0.931993,110293
204415,204415,,435,2882934,2,0.835131,0.901292,8.521924,0.042856,0.042856,22,0,0.888874,0.969861,91550
204416,204416,,413,2443860,2,0.80775,0.880996,5.183751,0.04085,0.04085,22,0,0.847209,0.979301,83317
204418,204418,,493,6857212,2,0.91709,0.954797,29.61007,0.047596,0.047596,21,0,0.987462,0.924504,112122
204419,204419,,503,4460702,2,0.932874,0.964022,52.935619,0.047921,0.047921,3,0,0.994388,0.900541,113696
204420,204420,,458,3555069,2,0.865815,0.922509,16.830718,0.044734,0.044734,22,0,0.927928,0.950293,99451
204421,204421,,490,4736595,2,0.912458,0.95203,27.479152,0.047392,0.047392,21,0,0.983218,0.927958,111174
204422,204422,,484,4323204,2,0.903333,0.946494,23.249682,0.046998,0.046998,21,0,0.974993,0.93557,109355
204423,204423,,489,4451024,2,0.910924,0.951107,34.097504,0.047194,0.047194,21,0,0.979155,0.924143,110265
74376,74376,,300,642041,3,0.690446,0.776445,20.87779,0.02841,0.02841,3,0,0.589762,0.919197,41226
204425,204425,,487,3559514,2,0.907873,0.949262,25.847807,0.047177,0.047177,21,0,0.978732,0.931038,110180
204426,204426,,446,2255189,2,0.84953,0.911439,37.931002,0.042768,0.042768,3,0,0.887555,0.920119,91308
204427,204427,,487,6143516,2,0.907873,0.949262,25.644451,0.047194,0.047194,21,0,0.979069,0.931689,110257
204428,204428,,433,1043241,3,0.831288,0.899139,29.930345,0.041705,0.041705,3,0,0.865367,0.923306,86355
178829,178829,,437,3818903,2,0.837713,0.903137,9.975838,0.042975,0.042975,21,0,0.891333,0.966987,92121
204430,204430,,469,5054855,3,0.87987,0.932349,19.314561,0.045709,0.045709,21,0,0.948243,0.943014,103492
74383,74383,,376,1238450,3,0.764457,0.846556,2.045546,0.037287,0.037287,22,0,0.773264,0.989915,69789
178832,178832,,434,2504077,3,0.832565,0.900062,39.886306,0.041667,0.041667,3,0,0.864641,0.919381,86386
178833,178833,,443,2504454,2,0.845554,0.908672,21.821461,0.043172,0.043172,21,0,0.895615,0.944169,92437
204434,204434,,498,5424969,2,0.924915,0.95941,42.164405,0.047739,0.047739,21,0,0.990532,0.911671,112822
204435,204435,,491,4699999,2,0.913997,0.952952,30.397637,0.047393,0.047393,3,0,0.983277,0.924245,111182
204436,204436,,491,3071525,2,0.913997,0.952952,38.07347,0.047156,0.047156,21,0,0.978442,0.91545,110124
204437,204437,,426,3775809,2,0.823708,0.892989,7.912409,0.041966,0.041966,21,0,0.870389,0.971179,87916
204438,204438,,485,5406233,2,0.904841,0.947417,24.415756,0.047049,0.047049,21,0,0.976057,0.933731,109592
204569,204569,,474,3141988,2,0.888525,0.937269,32.655753,0.045756,0.045756,22,0,0.949293,0.926192,103827
204440,204440,,484,5105333,2,0.903333,0.946494,23.56526,0.04699,0.04699,21,0,0.974825,0.935262,109319
204441,204441,,496,6236856,2,0.921769,0.957565,41.149697,0.047536,0.047536,21,0,0.986317,0.911168,111855
178842,178842,,470,2895051,2,0.882736,0.933579,57.816488,0.044918,0.044918,3,0,0.932145,0.909695,100262
178843,178843,,483,2192659,2,0.90183,0.945572,37.0359,0.04651,0.04651,3,0,0.964974,0.920251,107120
204444,204444,,443,3187311,2,0.845554,0.908672,12.113286,0.043489,0.043489,22,0,0.902024,0.962636,94245
160538,160538,,279,415721,2,0.673292,0.75738,61.332259,0.025875,0.025875,3,0,0.537372,0.900802,34934
204446,204446,,481,3599279,2,0.898839,0.943727,34.256632,0.046372,0.046372,22,0,0.962085,0.923138,106567
204447,204447,,480,5934337,2,0.897351,0.942804,23.411124,0.046605,0.046605,21,0,0.966844,0.935517,107547
204448,204448,,493,6855751,2,0.91709,0.954797,29.705076,0.047593,0.047593,21,0,0.987417,0.924422,112112
204449,204449,,443,3133688,2,0.845554,0.908672,12.178165,0.043484,0.043484,21,0,0.901928,0.962453,94227
204450,204450,,503,5321218,2,0.932874,0.964022,45.36603,0.048053,0.048053,21,0,0.997084,0.905285,114295
204451,204451,,471,3329441,2,0.884176,0.934502,26.809079,0.045651,0.045651,22,0,0.947058,0.933333,103306
204452,204452,,436,2718120,2,0.83642,0.902214,11.171708,0.042842,0.042842,22,0,0.88859,0.965138,91524
204453,204453,,364,2157891,3,0.751734,0.835486,17.445742,0.03512,0.03512,3,0,0.72884,0.945539,62468
178854,178854,,461,2461513,2,0.869984,0.925277,19.204601,0.044916,0.044916,3,0,0.931782,0.942752,99960
204455,204455,,459,5110263,2,0.8672,0.923432,16.306553,0.044858,0.044858,22,0,0.9305,0.951052,99966
204456,204456,,501,5502746,2,0.929674,0.962177,44.053555,0.047912,0.047912,21,0,0.994151,0.907242,113632
204457,204457,,476,5023811,2,0.891447,0.939114,32.790881,0.045952,0.045952,21,0,0.953361,0.92621,104708
178858,178858,,501,5819010,2,0.929674,0.962177,43.292227,0.047934,0.047934,21,0,0.994612,0.908088,113738
204459,204459,,483,5104127,2,0.90183,0.945572,22.405765,0.046939,0.046939,21,0,0.97376,0.937106,109082
178860,178860,,492,6554266,2,0.915541,0.953875,28.654538,0.047538,0.047538,21,0,0.986255,0.926034,111852
204461,204461,,494,6858081,2,0.918644,0.95572,31.473224,0.047637,0.047637,21,0,0.98833,0.922305,112310
204462,204462,,439,2885508,2,0.84031,0.904982,9.662323,0.043195,0.043195,22,0,0.895901,0.96734,93001
178863,178863,,494,2716120,2,0.918644,0.95572,38.476246,0.047455,0.047455,3,0,0.984636,0.915612,111495
204464,204464,,381,2398900,3,0.769886,0.851169,27.887485,0.036539,0.036539,3,0,0.758344,0.933278,67560
204465,204465,,492,3531179,2,0.915541,0.953875,30.280608,0.047495,0.047495,3,0,0.985382,0.924403,111655
133810,133810,,500,3916184,2,0.928082,0.961255,44.646646,0.047861,0.047861,3,0,0.993081,0.908946,113391
204467,204467,,216,206367,2,0.624424,0.699262,7.158477,0.020277,0.020277,3,0,0.421071,0.933807,21683
204468,204468,,489,6062637,3,0.909396,0.9508,45.450566,0.04687,0.04687,21,0,0.97254,0.912384,108862
204469,204469,,451,5432267,3,0.85489,0.915744,13.266185,0.044229,0.044229,21,0,0.917424,0.957546,97167
204471,204471,,489,6445322,2,0.910924,0.951107,28.350475,0.047294,0.047294,21,0,0.98117,0.927922,110716
204472,204472,,468,3734973,2,0.87987,0.931734,31.57213,0.045188,0.045188,21,0,0.937494,0.927177,101320
204473,204473,,430,2715356,2,0.828746,0.896679,8.771448,0.042365,0.042365,22,0,0.878676,0.97025,89491
178874,178874,,488,4654794,3,0.907873,0.949877,45.120756,0.046772,0.046772,3,0,0.97053,0.912613,108444
204475,204475,,494,6857982,2,0.918644,0.95572,31.473224,0.047637,0.047637,21,0,0.98833,0.922305,112310
178876,178876,,453,3129133,2,0.858954,0.917897,15.072909,0.04433,0.04433,22,0,0.919514,0.954316,97701
204477,204477,,460,4586101,2,0.86859,0.924354,18.841289,0.044861,0.044861,21,0,0.930566,0.947135,99989
204478,204478,,473,4729791,3,0.885621,0.936039,19.47729,0.046079,0.046079,21,0,0.955931,0.94221,105177
178879,178879,,478,3865929,2,0.894389,0.940959,20.976563,0.046526,0.046526,21,0,0.965165,0.940133,107178
204480,204480,,441,847228,3,0.841615,0.906519,44.424908,0.04224,0.04224,3,0,0.876527,0.913575,88635
178881,178881,,471,3765199,2,0.884176,0.934502,39.862508,0.045278,0.045278,21,0,0.939465,0.917288,101530
204482,204482,,483,4309943,2,0.90183,0.945572,22.97804,0.046913,0.046913,21,0,0.973238,0.936015,108955
204483,204483,,495,3618230,2,0.920204,0.956642,72.179966,0.047048,0.047048,3,0,0.97636,0.897796,109769
178884,178884,,471,2607530,2,0.884176,0.934502,22.143226,0.045778,0.045778,21,0,0.949676,0.937887,103810
204485,204485,,487,5361118,2,0.907873,0.949262,25.325595,0.047202,0.047202,21,0,0.979237,0.931993,110293
204486,204486,,478,5660186,3,0.892916,0.940652,22.224335,0.046442,0.046442,3,0,0.963466,0.936993,106820
74439,74439,,470,4079038,3,0.881301,0.933272,37.940783,0.04522,0.04522,3,0,0.938305,0.920147,101414
204488,204488,,489,5007395,3,0.909396,0.9508,55.259708,0.046725,0.046725,21,0,0.969576,0.906928,108211
178889,178889,,185,644784,3,0.595604,0.667282,9.368146,0.016668,0.016668,3,0,0.346328,0.921328,15681
204490,204490,,475,3143648,2,0.889984,0.938192,31.941914,0.045882,0.045882,22,0,0.951894,0.927275,104388
204491,204491,,484,4020508,2,0.903333,0.946494,23.56526,0.04699,0.04699,21,0,0.974825,0.935262,109319
204492,204492,,473,2878795,3,0.885621,0.936039,37.169391,0.045483,0.045483,3,0,0.943763,0.919724,102667
204494,204494,,508,6855679,2,0.940972,0.968635,71.71024,0.048166,0.048166,21,0,0.999546,0.892124,114886
204495,204495,,425,2198764,2,0.822458,0.892066,41.475195,0.040634,0.040634,3,0,0.843348,0.919401,82838
178896,178896,,477,4419750,3,0.891447,0.939729,20.900301,0.046404,0.046404,3,0,0.96267,0.939256,106630
204497,204497,,488,6143648,2,0.909396,0.950185,27.474019,0.047235,0.047235,21,0,0.979938,0.929436,110443
204498,204498,,434,2788681,2,0.833846,0.900369,9.500895,0.042696,0.042696,22,0,0.88554,0.968263,90979
204499,204499,,496,3499285,2,0.921769,0.957565,56.050127,0.047386,0.047386,3,0,0.983283,0.906069,111229
204500,204500,,479,2176020,2,0.895868,0.941882,25.21066,0.04643,0.04643,3,0,0.963217,0.932425,106745
204501,204501,,225,611,2,0.630966,0.707565,11.138043,0.020753,0.020753,3,0,0.431053,0.91123,22963
204502,204502,,466,1650256,2,0.877023,0.929889,28.109457,0.045151,0.045151,22,0,0.936707,0.933186,101106
204409,204409,,503,6858115,2,0.932874,0.964022,45.36603,0.048053,0.048053,21,0,0.997084,0.905285,114295
204504,204504,,496,5151569,2,0.921769,0.957565,41.149697,0.047536,0.047536,21,0,0.986317,0.911168,111855
73433,73433,,413,1778873,2,0.80775,0.880996,38.975547,0.039513,0.039513,3,0,0.820092,0.921836,78428
204506,204506,,470,2906757,2,0.882736,0.933579,20.06111,0.045761,0.045761,21,0,0.949297,0.941033,103716
74459,74459,,437,3517223,2,0.837713,0.903137,10.919174,0.042957,0.042957,21,0,0.890969,0.965864,92014
204508,204508,,459,2012328,2,0.8672,0.923432,22.163444,0.044621,0.044621,3,0,0.925664,0.939559,98758
204509,204509,,377,1767667,3,0.765537,0.847478,29.811475,0.036267,0.036267,3,0,0.752688,0.939514,66589
204510,204510,,500,5363579,2,0.928082,0.961255,41.954069,0.047883,0.047883,21,0,0.993547,0.909828,113501
204511,204511,,479,6549852,3,0.894389,0.941574,22.367222,0.046534,0.046534,21,0,0.965387,0.936784,107244
178912,178912,,487,5263384,2,0.907873,0.949262,35.143925,0.046913,0.046913,21,0,0.973364,0.920932,108984
73441,73441,,496,3526264,2,0.921769,0.957565,40.031832,0.047578,0.047578,21,0,0.987208,0.912895,112067
204514,204514,,442,3134658,2,0.844237,0.907749,10.583416,0.043443,0.043443,21,0,0.901059,0.965104,94060
204515,204515,,496,5742857,2,0.921769,0.957565,33.947784,0.047743,0.047743,3,0,0.990561,0.919013,112818
178916,178916,,480,3781830,2,0.897351,0.942804,935.105301,0.045652,0.045652,22,0,0.947339,0.897825,103214
204517,204517,,490,4268176,2,0.912458,0.95203,27.952146,0.04738,0.04738,21,0,0.982976,0.927541,111124
204518,204518,,503,5775830,2,0.932874,0.964022,45.36603,0.048053,0.048053,21,0,0.997084,0.905285,114295
74471,74471,,509,3229271,2,0.942609,0.969557,4261.065637,0.047796,0.047796,21,0,0.991981,0.875044,113131
178920,178920,,436,2597395,2,0.83642,0.902214,9.377206,0.042952,0.042952,21,0,0.890857,0.968786,91870
178921,178921,,482,5197136,2,0.900332,0.944649,23.883133,0.046776,0.046776,21,0,0.97038,0.93455,108334
204522,204522,,485,4953337,2,0.904841,0.947417,42.933434,0.046557,0.046557,21,0,0.965982,0.914825,107373
204523,204523,,501,5350725,2,0.929674,0.962177,44.053555,0.047912,0.047912,21,0,0.994151,0.907242,113632
204524,204524,,503,6403250,2,0.932874,0.964022,45.36603,0.048053,0.048053,21,0,0.997084,0.905285,114295
204525,204525,,498,3129106,2,0.924915,0.95941,64.572268,0.047387,0.047387,3,0,0.983365,0.899211,111280
205550,205550,,493,4796953,2,0.91709,0.954797,39.690997,0.047358,0.047358,21,0,0.982618,0.915607,111043
178927,178927,,365,1934747,3,0.752778,0.836408,21.757331,0.035226,0.035226,3,0,0.73104,0.9465,62876
178928,178928,,484,5405943,2,0.903333,0.946494,23.249682,0.046998,0.046998,21,0,0.974993,0.93557,109355
204529,204529,,490,5514828,2,0.912458,0.95203,27.479152,0.047392,0.047392,21,0,0.983218,0.927958,111174
204530,204530,,421,2148953,3,0.816265,0.888069,42.145011,0.04035,0.04035,3,0,0.837409,0.922882,81592
204531,204531,,493,6857546,2,0.91709,0.954797,29.61007,0.047596,0.047596,21,0,0.987462,0.924504,112122
73460,73460,,470,3364280,3,0.881301,0.933272,35.089316,0.045339,0.045339,22,0,0.940696,0.924121,101852
74366,74366,,445,2940612,3,0.846875,0.910209,16.800361,0.043514,0.043514,22,0,0.902667,0.950359,93886
178934,178934,,491,6855216,2,0.913997,0.952952,28.182668,0.047456,0.047456,21,0,0.98456,0.926639,111470
160553,160553,,457,2391790,2,0.864434,0.921587,26.824231,0.044285,0.044285,21,0,0.918737,0.934316,97352
204536,204536,,484,5490878,2,0.903333,0.946494,23.39237,0.046988,0.046988,21,0,0.974786,0.935108,109301
178937,178937,,467,3688237,2,0.878444,0.930812,20.443132,0.045473,0.045473,21,0,0.943322,0.941329,102427
204538,204538,,493,4745109,2,0.91709,0.954797,29.61007,0.047596,0.047596,3,0,0.987462,0.924504,112122
198783,198783,,490,5652325,2,0.912458,0.95203,27.952146,0.04738,0.04738,21,0,0.982976,0.927541,111124
204540,204540,,486,5060387,2,0.906355,0.948339,24.464892,0.047143,0.047143,21,0,0.978005,0.93352,110020
204541,204541,,504,5888964,2,0.934483,0.964945,78.129272,0.047786,0.047786,3,0,0.991675,0.892644,113148
204542,204542,,482,4386899,3,0.898839,0.944342,60.415566,0.046082,0.046082,3,0,0.956234,0.90861,105327
204543,204543,,489,2412294,3,0.909396,0.9508,54.125081,0.04683,0.04683,3,0,0.971719,0.910674,108658
160512,160512,,485,2706011,2,0.904841,0.947417,38.142819,0.046593,0.046593,3,0,0.96676,0.916222,107537
204545,204545,,475,2280075,2,0.889984,0.938192,28.679924,0.045994,0.045994,22,0,0.954191,0.931077,104816
204546,204546,,474,5252966,2,0.888525,0.937269,31.409777,0.045812,0.045812,21,0,0.950436,0.928172,104049
204547,204547,,484,5668407,2,0.903333,0.946494,35.544866,0.046615,0.046615,21,0,0.967148,0.921077,107661
204548,204548,,480,3365057,2,0.897351,0.942804,33.337111,0.046314,0.046314,22,0,0.960878,0.924643,106297
204549,204549,,490,5819075,2,0.912458,0.95203,27.479152,0.047392,0.047392,21,0,0.983218,0.927958,111174
160518,160518,,465,2576063,3,0.874194,0.928659,31.861891,0.044871,0.044871,3,0,0.930995,0.924481,99733
178951,178951,,489,1903495,2,0.910924,0.951107,73.126466,0.046425,0.046425,3,0,0.963433,0.895471,106844
178952,178952,,451,2890322,2,0.85624,0.916052,14.785494,0.044166,0.044166,21,0,0.916108,0.955841,96994
178953,178953,,493,2500882,2,0.91709,0.954797,39.477369,0.047347,0.047347,3,0,0.982393,0.915178,110991
73482,73482,,447,1270691,3,0.84953,0.912054,44.131756,0.042784,0.042784,3,0,0.887819,0.912471,90956
204555,204555,,378,2235515,3,0.76662,0.848401,26.749036,0.036296,0.036296,3,0,0.753306,0.936199,66707
178956,178956,,478,3905657,2,0.894389,0.940959,21.91517,0.046492,0.046492,22,0,0.964471,0.938721,107017
204557,204557,,485,6141697,2,0.904841,0.947417,24.447434,0.047052,0.047052,21,0,0.976118,0.933791,109599
73486,73486,,493,3569780,2,0.91709,0.954797,46.798187,0.047224,0.047224,21,0,0.97988,0.910783,110458
160527,160527,,470,4607056,3,0.881301,0.933272,18.038142,0.045864,0.045864,21,0,0.951454,0.945352,104192
204560,204560,,472,6438918,3,0.884176,0.935117,19.215132,0.046008,0.046008,21,0,0.954423,0.943242,104847
204561,204561,,461,3347911,3,0.86859,0.924969,52.108528,0.044216,0.044216,3,0,0.917525,0.916486,97175
178962,178962,,493,5470460,2,0.91709,0.954797,30.50936,0.047579,0.047579,21,0,0.987124,0.923828,112040
74371,74371,,360,1667362,3,0.747586,0.831796,21.060666,0.034805,0.034805,3,0,0.722304,0.950774,61439
204564,204564,,408,3540708,3,0.800591,0.876076,4.000083,0.040496,0.040496,21,0,0.83986,0.983439,81653
204565,204565,,482,3102251,2,0.900332,0.944649,35.967821,0.046399,0.046399,22,0,0.962675,0.920429,106697
178966,178966,,450,3925814,2,0.85489,0.915129,13.949042,0.044088,0.044088,21,0,0.914498,0.956357,96616
204567,204567,,492,4904689,2,0.915541,0.953875,38.149633,0.047267,0.047267,21,0,0.980725,0.91576,110611
178969,178969,,478,1969502,2,0.894389,0.940959,30.314244,0.04621,0.04621,3,0,0.958696,0.927984,105793
204570,204570,,480,3433049,2,0.897351,0.942804,34.737714,0.046257,0.046257,22,0,0.959722,0.922556,106057
204571,204571,,505,4937007,2,0.936097,0.965867,61.854539,0.047941,0.047941,3,0,0.994865,0.894594,113846
204572,204572,,476,5023531,2,0.891447,0.939114,31.843836,0.04599,0.04599,21,0,0.954134,0.927625,104868
160541,160541,,394,1043234,2,0.785507,0.863469,4.709508,0.038955,0.038955,22,0,0.807912,0.981245,75969
204574,204574,,486,5195464,2,0.906355,0.948339,25.025402,0.047117,0.047117,21,0,0.977482,0.932476,109897
204575,204575,,503,4937369,2,0.932874,0.964022,64.183852,0.047888,0.047888,3,0,0.993725,0.899638,113582
204576,204576,,491,4113328,2,0.913997,0.952952,38.54678,0.047152,0.047152,21,0,0.978336,0.914984,110068
160545,160545,,489,6444256,2,0.910924,0.951107,28.350475,0.047294,0.047294,21,0,0.98117,0.927922,110716
178981,178981,,498,4323839,2,0.924915,0.95941,41.040109,0.047741,0.047741,21,0,0.990586,0.911695,112825
178972,178972,,458,4015797,3,0.864434,0.922202,14.422605,0.04486,0.04486,21,0,0.930571,0.952844,99718
178983,178983,,484,5436194,2,0.903333,0.946494,35.544866,0.046615,0.046615,21,0,0.967148,0.921077,107661
160552,160552,,469,2784926,2,0.881301,0.932657,20.284494,0.045655,0.045655,3,0,0.94712,0.940681,103236
178985,178985,,441,3683827,2,0.842924,0.906827,9.524857,0.043407,0.043407,21,0,0.900296,0.967728,93889
178986,178986,,377,2048331,3,0.765537,0.847478,603.034331,0.035807,0.035807,3,0,0.74324,0.917208,65008
178987,178987,,414,1790683,2,0.808955,0.881919,28.167864,0.039789,0.039789,3,0,0.825776,0.929887,79497
160556,160556,,427,2109807,2,0.824962,0.893911,114.028684,0.040688,0.040688,3,0,0.844508,0.913294,83065
178989,178989,,483,1988909,2,0.90183,0.945572,24.989992,0.046825,0.046825,3,0,0.971445,0.932536,108550
178990,178990,,499,6144183,2,0.926496,0.960332,42.11976,0.047801,0.047801,21,0,0.991826,0.910303,113106
160559,160559,,491,1701067,2,0.913997,0.952952,959.191938,0.045929,0.045929,3,0,0.953267,0.869138,104553
178992,178992,,441,2268214,2,0.842924,0.906827,25.230857,0.04271,0.04271,21,0,0.886031,0.934982,90712
178993,178993,,496,5362878,2,0.921769,0.957565,579.365192,0.047267,0.047267,21,0,0.980782,0.901059,110614
108338,108338,,482,5058244,2,0.900332,0.944649,23.608405,0.046798,0.046798,21,0,0.970836,0.935344,108426
178996,178996,,490,4487048,2,0.912458,0.95203,27.479152,0.047392,0.047392,3,0,0.983218,0.927958,111174
178997,178997,,439,3682268,2,0.84031,0.904982,8.640234,0.043265,0.043265,21,0,0.897346,0.970013,93258
178998,178998,,13,38,3,0.497248,0.50615,0,0.000601,0.000601,18,0,0.012654,1,78
160569,160569,,250,247476,2,0.64988,0.730627,13.051893,0.023211,0.023211,3,0,0.482071,0.913606,28436
160570,160570,,458,3063018,2,0.865815,0.922509,542.257287,0.044046,0.044046,22,0,0.913818,0.921894,96479
73531,73531,,386,2391664,3,0.775393,0.855781,89.391811,0.036838,0.036838,3,0,0.764599,0.923801,68643
74378,74378,,8,23,3,0.489612,0.497847,0,0.000681,0.000681,3,0,0.014172,1,28
197438,197438,,476,1366024,2,0.891447,0.939114,32.551279,0.045942,0.045942,3,0,0.953149,0.925475,104625
112437,112437,,485,4124180,2,0.904841,0.947417,25.965048,0.046979,0.046979,3,0,0.974624,0.930953,109266
160576,160576,,19,102,3,0.500462,0.511993,1.077184,0.000811,0.000811,18,0,0.017095,0.923977,158
178970,178970,,179,644793,3,0.591703,0.661747,202.658682,0.015886,0.015886,3,0,0.330149,0.903647,14396
73540,73540,,0,0,0,0,0,0,0,0,23,19,0,0,0
178895,178895,,425,5842,2,0.822458,0.892066,31.699012,0.040883,0.040883,22,0,0.848245,0.92222,83092
74570,74570,,0,0,0,0,0,0,0,0,24,20,0,0,0
160587,160587,,491,6067999,2,0.913997,0.952952,30.397501,0.047417,0.047417,21,0,0.983746,0.925142,111290
160588,160588,,432,3510629,2,0.831288,0.898524,10.559784,0.042428,0.042428,21,0,0.88001,0.964671,89807
160589,160589,,0,0,0,0,0,0,0,0,25,21,0,0,0
74574,74574,,349,5514,3,0.733424,0.820726,1.231745,0.034548,0.034548,22,0,0.716465,0.993001,60301
160591,160591,,238,395,3,0.637647,0.718327,0.024112,0.023607,0.023607,22,0,0.489547,0.999645,28193
160592,160592,,367,1944124,3,0.754875,0.838253,21.042087,0.035241,0.035241,3,0,0.731411,0.938521,63032
141500,141500,,7,20,3,0.495883,0.501538,0,0.000202,0.000202,18,0,0.004317,1,21
74580,74580,,0,0,0,0,0,0,0,0,26,22,0,0,0
